單位名稱,lon,lat,編號,電話,地址,縣市,鄉鎮市區,鄰里
弘安藥局,121.519338,25.112188,5901160517,(02)28206390,臺北市北投區懷德街３３號１樓,臺北市,北投區,裕民里
名山藥局,121.519911,25.112308,5901160562,(02)28226101,臺北市北投區東陽街４７５號１樓,臺北市,北投區,振華里
明華藥局,121.501464,25.131565,5901160704,(02)28971056,臺北市北投區清江路８號（實際使用：１樓）,臺北市,北投區,清江里
美康藥局,121.519607,25.109399,5901160802,(02)28281176,臺北市北投區明德路９０號１樓,臺北市,北投區,榮華里
康揚藥局,121.499763,25.14108,5901161934,(02)28946520,臺北市北投區中和街３２２號,臺北市,北投區,開明里
國泰藥師藥局,121.516064,25.111205,5901162459,(02)28223995,臺北市北投區自強街１３９－１號,臺北市,北投區,榮光里
長宜藥局,121.515459,25.110746,5901162477,(02)28216605,臺北市北投區自強街１１２號,臺北市,北投區,石牌里
大家藥局,121.503295,25.135663,5901162806,(02)28959000,臺北市北投區光明路１８２號,臺北市,北投區,長安里
杏嘉藥局,121.501704,25.130443,5901162879,(02)28942585,臺北市北投區清江路６８號,臺北市,北投區,清江里
小豬藥局,121.514979,25.112622,5901163107,(02)28217099,臺北市北投區東陽街４０３號１樓,臺北市,北投區,裕民里
鴻恩藥局,121.501195,25.130151,5901163214,(02)28926410,臺北市北投區中央南路１段１２９號,臺北市,北投區,清江里
天禧大藥局,121.508706,25.115209,5901163296,(02)28213558,臺北市北投區實踐街３５號,臺北市,北投區,尊賢里
萬信藥局,121.467192,25.122144,5901163330,(02)28583083,臺北市北投區知行路３０５號（實際使用１樓）,臺北市,北投區,關渡里
北投春天藥局,121.501126,25.131345,5901163376,(02)28916668,臺北市北投區中央南路１段７６號,臺北市,北投區,中央里
致遠春天藥局,121.514907,25.110531,5901163394,(02)28253258,臺北市北投區致遠一路１段１３２號１、２樓,臺北市,北投區,石牌里
全家藥粧藥局,121.502694,25.135084,5901163492,(02)28988685,臺北市北投區光明路１６６－２號,臺北市,北投區,長安里
吉利春天生活藥局,121.506816,25.118509,5901163509,(02)28253256,臺北市北投區吉利街１２０號,臺北市,北投區,尊賢里
理得藥局,121.513104,25.114259,5901163527,(02)28289680,臺北市北投區石牌路１段１５０號,臺北市,北投區,榮光里
天康大藥局,121.501427,25.13192,5901163545,(02)28914265,臺北市北投區中央南路１段５７號,臺北市,北投區,中央里
康賢藥局,121.515314,25.114287,5901163652,(02)28219295,臺北市北投區西安街１段３５９號１樓,臺北市,北投區,榮光里
臺陽藥局,121.582336,25.041359,5901170184,(02)27283403,臺北市信義區大道路６１號,臺北市,信義區,大道里
杏康藥局,121.575298,25.039756,5901170264,(02)23457422,臺北市信義區忠孝東路５段３７２巷２７弄６８－２號１Ｆ,臺北市,信義區,廣居里
慧生藥局,121.577657,25.042561,5901170335,(02)27647138,臺北市信義區松山路３１０號,臺北市,信義區,長春里
松山大藥局,121.578132,25.045264,5901170433,(02)27620624,臺北市信義區永吉路４３６號,臺北市,信義區,永春里
立信藥局,121.577991,25.041443,5901170648,(02)27687754,臺北市信義區松山路４０３號,臺北市,信義區,永春里
吳興藥局,121.564193,25.026581,5901170906,(02)27208328,臺北市信義區吳興街２７９號１樓,臺北市,信義區,三張里
新和平藥局,121.576883,25.038441,5901172179,(02)23460951,臺北市信義區虎林街１９８號１樓,臺北市,信義區,國業里
得揚藥局,121.576322,25.04069,5901172197,(02)87884667,臺北市信義區忠孝東路５段４５２號１樓,臺北市,信義區,廣居里
華泰藥局,121.576905,25.043348,5901172213,(02)27601992,臺北市信義區虎林街８２巷５號,臺北市,信義區,四維里
麗中藥局,121.58474,25.038409,5901172544,(02)27594416,臺北市信義區福德街２１７號,臺北市,信義區,中坡里
康杏藥局,121.58736,25.039306,5901172651,(02)27591510,臺北市信義區福德街３０６號１樓,臺北市,信義區,中行里
綠杏大藥局,121.563493,25.02745,5901172697,(02)27582378,臺北市信義區吳興街２４１號,臺北市,信義區,三張里
信桉藥局,121.562088,25.029598,5901172740,(02)87860005,臺北市信義區莊敬路２３６號,臺北市,信義區,景新里
安心藥局,121.568544,25.042658,5901172820,(02)27474992,臺北市信義區永吉路３０巷１４８弄４之１號,臺北市,信義區,興雅里
永吉藥局,121.573872,25.045715,5901172857,(02)87874043,臺北市信義區永吉路２１３號,臺北市,信義區,五常里
躍獅松仁藥局,121.568769,25.026174,5901172924,(02)27238626,臺北市信義區松仁路２３３號（實際營業地址：１樓）,臺北市,信義區,三犁里
喜樂藥局,121.575287,25.037516,5901172933,(02)27275797,臺北市信義區松德路１２５號,臺北市,信義區,國業里
榮泰藥局,121.558151,25.036586,5901172964,(02)77296777,臺北市信義區光復南路４１９巷１９號,臺北市,信義區,正和里
皇昇大藥局,121.577633,25.045088,5901173041,(02)27663488,臺北市信義區松山路２１０號１樓,臺北市,信義區,四維里
貴臨藥局,121.575546,25.044574,5901173050,(02)27493768,臺北市信義區永吉路３２６巷１９號,臺北市,信義區,四維里
大鳥藥局,121.564342,25.027717,5901173201,(02)23455025,臺北市信義區莊敬路３５４號,臺北市,信義區,三張里
濟生中西藥局,121.554199,25.024363,5901173210,(02)27358452,臺北市信義區崇德街４１號,臺北市,信義區,黎順里
上禾藥師藥局,121.579164,25.037414,5901173283,(02)27592686,臺北市信義區林口街２７號,臺北市,信義區,松光里
新永春藥局,121.575264,25.041263,5901173372,(02)27667385,臺北市信義區忠孝東路５段４２３巷１號,臺北市,信義區,富臺里
新興健保藥局,121.568867,25.043242,5901173587,(02)27494892,臺北市信義區永吉路３０巷１１３號,臺北市,信義區,敦厚里
洪暘藥局,121.55643,25.021274,5901173694,(02)27337099,臺北市信義區富陽街８６號,臺北市,信義區,黎平里
尚頤中西藥局,121.576721,25.039594,5901173738,(02)27253818,臺北市信義區虎林街１４５號,臺北市,信義區,廣居里
博亞藥局,121.567728,25.026719,5901173818,(02)27580506,臺北市信義區莊敬路４６２號,臺北市,信義區,三張里
松美藥局,121.579748,25.048771,5901173827,(02)27651099,臺北市信義區市民大道６段３２０號（實際營業地址：１樓）,臺北市,信義區,永吉里
崇信藥局,121.527151,25.041624,5901180037,(02)23417557,臺北市中正區齊東街８８號,臺北市,中正區,幸福里
日生大藥局,121.507648,25.030257,5901180055,(02)23031393,臺北市中正區汀州路１段５３號１樓,臺北市,中正區,龍興里
大安藥局,121.532552,25.03969,5901180206,(02)23213186,臺北市中正區新生南路１段１０６號,臺北市,中正區,幸市里
上海聯合藥局,121.512629,25.042206,5901180215,(02)23117744,臺北市中正區衡陽路３２號１樓,臺北市,中正區,建國里
中心藥局,121.530298,25.016545,5901180224,(02)23689889,臺北市中正區汀州路３段１２１號,臺北市,中正區,文盛里
祥全藥局,121.526975,25.035454,5901180304,(02)23939339,臺北市中正區信義路２段７９巷１５－８號１Ｆ,臺北市,中正區,文祥里
古亭藥局,121.530123,25.016668,5901180368,(02)23683618,臺北市中正區汀州路３段１１７號,臺北市,中正區,文盛里
新獻安藥局,121.518219,25.033161,5901182031,(02)23519891,臺北市中正區羅斯福路１段１５號,臺北市,中正區,新營里
永興藥局,121.506762,25.029994,5901182068,(02)23050986,臺北市中正區汀州路１段９２巷２８號,臺北市,中正區,忠勤里
東華藥局,121.53003,25.016733,5901182111,(02)23640852,臺北市中正區汀州路３段１１３號,臺北市,中正區,文盛里
怡誠藥局,121.523719,25.022361,5901183510,(02)23626905,臺北市中正區汀州路２段２１２號,臺北市,中正區,河堤里
佳和藥局,121.516857,25.044482,5901183798,(02)23117102,臺北市中正區黎明里公園路３０號,臺北市,中正區,黎明里
進達健保藥局,121.50961,25.024901,5901184071,(02)23039829,臺北市中正區中華路２段４５３號,臺北市,中正區,永昌里
信康藥局,121.518592,25.029532,5901184106,(02)23961979,臺北市中正區南昌路１段１４３號,臺北市,中正區,南福里
豐仁藥局,121.510947,25.027356,5901184222,(02)23033908,臺北市中正區寧波西街１６１號,臺北市,中正區,龍興里
立赫健保藥局,121.532613,25.043226,5901184240,(02)33223231,臺北市中正區新生南路１段１６之２號,臺北市,中正區,梅花里
中力藥局,121.5155,25.043557,5901184473,(02)23313768,臺北市中正區襄陽路１３之５號、１５號,臺北市,中正區,黎明里
桐心藥局,121.520215,25.031753,5901184535,(02)23581663,臺北市中正區金華街１８之６號１樓,臺北市,中正區,新營里
長泰藥局,121.494213,25.027528,5901190024,(02)23012869,臺北市萬華區西園路２段２８０號,臺北市,萬華區,和德里
世欣藥局,121.497344,25.024189,5901190033,(02)23074263,臺北市萬華區東園街１７３號１Ｆ,臺北市,萬華區,全德里
裕和藥局,121.500722,25.0296,5901190042,(02)23063219,臺北市萬華區萬大路１１５、１１７號,臺北市,萬華區,興德里
秀全藥局,121.506147,25.046693,5901190060,(02)23811357,臺北市萬華區開封街２段６６－３號,臺北市,萬華區,福星里
大嘉藥局,121.497508,25.035807,5901190104,(02)23363804,臺北市萬華區梧州街４６巷６號,臺北市,萬華區,青山里
信昌藥局,121.500693,25.02336,5901190177,(02)23054898,臺北市萬華區長泰街３６號１樓,臺北市,萬華區,壽德里
民和藥局,121.499962,25.026277,5901190211,(02)23038134,臺北市萬華區民和街５號１樓,臺北市,萬華區,全德里
生活大藥局,121.5025,25.039949,5901190220,(02)23618609,臺北市萬華區貴陽街２段１２４號,臺北市,萬華區,福音里
您永安藥局,121.504577,25.042163,5901190408,(02)23317119,臺北市萬華區昆明街１６２號,臺北市,萬華區,西門里
皇祥藥局,121.501626,25.02279,5901190426,(02)23375676,臺北市萬華區萬青街１６５號１樓,臺北市,萬華區,忠貞里
日昇藥局,121.501637,25.036538,5901190515,(02)23062975,臺北市萬華區廣州街１２４號,臺北市,萬華區,福音里
聯慶大藥局,121.500258,25.024953,5901190668,(02)23039850,臺北市萬華區萬大路３０６號１樓,臺北市,萬華區,全德里
益源藥局,121.493851,25.032117,5901190695,(02)23087321,臺北市萬華區大理街１６０巷２６弄２號,臺北市,萬華區,糖廍里
欣安藥局,121.498523,25.021779,5901190784,(02)23327830,臺北市萬華區東園街１９０、１９２號,臺北市,萬華區,保德里
寶興大藥局,121.494773,25.025294,5901192162,(02)23013375,臺北市萬華區寶興街１１９號,臺北市,萬華區,忠德里
健誠大藥局,121.491923,25.032466,5901192448,(02)23042223,臺北市萬華區環河南路２段１８５號,臺北市,萬華區,綠堤里
專品藥局,121.505129,25.040617,5901192822,(02)23718892,臺北市萬華區長沙街２段７１－１號,臺北市,萬華區,新起里
瑞生藥局,121.494771,25.028004,5901192877,(02)23012159,臺北市萬華區西園路２段２５２號,臺北市,萬華區,和德里
萬華藥局,121.500294,25.026266,5901192975,(02)23012221,臺北市萬華區萬大路２４８號實際營業地址１樓、２樓,臺北市,萬華區,全德里
榮勝藥局,121.500595,25.026491,5901193070,(02)23331121,臺北市萬華區萬大路２３３號,臺北市,萬華區,新安里
松本藥局,121.500654,25.037227,5901193132,(02)23029559,臺北市萬華區西昌街２３３號,臺北市,萬華區,富民里
柏祥藥局,121.501673,25.029443,5901193169,(02)23018272,臺北市萬華區西藏路１４１號,臺北市,萬華區,新安里
正盛藥局,121.5064,25.027077,5901193221,(02)23050386,臺北市萬華區中華路２段４３４－１號,臺北市,萬華區,新和里
啟仁藥局,121.492039,25.032593,5901193230,(02)23362771,臺北市萬華區環河南路２段１７７號,臺北市,萬華區,綠堤里
光華藥局,121.498545,25.038917,5901193249,(02)23613609,臺北市萬華區華西街１９－５號,臺北市,萬華區,青山里
瑞安藥局,121.539341,24.99512,5901200123,(02)29312888,臺北市文山區溪口街６９－１號１樓,臺北市,文山區,景慶里
逸仙藥師藥局,121.552442,25.001482,5901201540,(02)29312597,臺北市文山區興隆路２段２１８－１號１樓,臺北市,文山區,興業里
康宜庭生活藥局,121.561325,24.985142,5901201568,(02)29385363,臺北市文山區興隆路４段６４號,臺北市,文山區,樟林里
仙瑩藥局,121.547879,24.996933,5901201746,(02)89321817,臺北市文山區景華街１６６號,臺北市,文山區,興安里
舒博威藥局,121.547004,24.999517,5901201826,(02)29306805,臺北市文山區興隆路２段９５巷３號,臺北市,文山區,興豐里
佳醫景美藥局,121.539844,24.991001,5901201871,(02)86636659,臺北市文山區羅斯福路６段２９０號,臺北市,文山區,景美里
華君藥局,121.547763,24.999554,5901202047,(02)29319510,臺北市文山區興隆路２段６０號,臺北市,文山區,興安里
皇興藥師藥局,121.562067,24.989007,5901202216,(02)29365553,臺北市文山區木柵路２段１２１號,臺北市,文山區,明興里
宇康藥局,121.538294,25.002028,5901202396,(02)29307066,臺北市文山區羅斯福路５段２１８巷７號,臺北市,文山區,萬隆里
康宜庭萬隆藥局,121.538448,25.003221,5901202654,(02)29348662,臺北市文山區羅斯福路５段２０２號,臺北市,文山區,萬年里
